period_start,incident_year,agency_id,catalog_entries,date_basis,snapshot_sha256
1948-01-01T00:00:00Z,1948,agency_066b1b9fe8463307ff8b,0,catalog_incident_year,5f5698f132245115dd9d4a5197d2748847f281e466d8b660de036aa3c4b678c7
1948-01-01T00:00:00Z,1948,agency_0e616debe8fcadbb45f7,4,catalog_incident_year,5f5698f132245115dd9d4a5197d2748847f281e466d8b660de036aa3c4b678c7
1948-01-01T00:00:00Z,1948,agency_366aea874bee4b7957c9,0,catalog_incident_year,5f5698f132245115dd9d4a5197d2748847f281e466d8b660de036aa3c4b678c7
1948-01-01T00:00:00Z,1948,agency_4d042d764d542694c43b,0,catalog_incident_year,5f5698f132245115dd9d4a5197d2748847f281e466d8b660de036aa3c4b678c7
1948-01-01T00:00:00Z,1948,agency_9509941b7ce5f6527cf7,0,catalog_incident_year,5f5698f132245115dd9d4a5197d2748847f281e466d8b660de036aa3c4b678c7
1948-01-01T00:00:00Z,1948,agency_9c38e26a15a91461278a,0,catalog_incident_year,5f5698f132245115dd9d4a5197d2748847f281e466d8b660de036aa3c4b678c7
1948-01-01T00:00:00Z,1948,agency_bdf5d70c3a430ec1cb4f,0,catalog_incident_year,5f5698f132245115dd9d4a5197d2748847f281e466d8b660de036aa3c4b678c7
1948-01-01T00:00:00Z,1948,agency_c6cd4cf936fd5ad884ed,0,catalog_incident_year,5f5698f132245115dd9d4a5197d2748847f281e466d8b660de036aa3c4b678c7
1948-01-01T00:00:00Z,1948,agency_cf08cb54ab0b6e4ff3a0,0,catalog_incident_year,5f5698f132245115dd9d4a5197d2748847f281e466d8b660de036aa3c4b678c7
1949-01-01T00:00:00Z,1949,agency_06552eff6885a0591452,0,catalog_incident_year,5f5698f132245115dd9d4a5197d2748847f281e466d8b660de036aa3c4b678c7
1949-01-01T00:00:00Z,1949,agency_066b1b9fe8463307ff8b,0,catalog_incident_year,5f5698f132245115dd9d4a5197d2748847f281e466d8b660de036aa3c4b678c7
1949-01-01T00:00:00Z,1949,agency_0e616debe8fcadbb45f7,1,catalog_incident_year,5f5698f132245115dd9d4a5197d2748847f281e466d8b660de036aa3c4b678c7
1949-01-01T00:00:00Z,1949,agency_366aea874bee4b7957c9,0,catalog_incident_year,5f5698f132245115dd9d4a5197d2748847f281e466d8b660de036aa3c4b678c7
1949-01-01T00:00:00Z,1949,agency_4d042d764d542694c43b,1,catalog_incident_year,5f5698f132245115dd9d4a5197d2748847f281e466d8b660de036aa3c4b678c7
1949-01-01T00:00:00Z,1949,agency_9509941b7ce5f6527cf7,0,catalog_incident_year,5f5698f132245115dd9d4a5197d2748847f281e466d8b660de036aa3c4b678c7
1949-01-01T00:00:00Z,1949,agency_9c38e26a15a91461278a,0,catalog_incident_year,5f5698f132245115dd9d4a5197d2748847f281e466d8b660de036aa3c4b678c7
1949-01-01T00:00:00Z,1949,agency_bdf5d70c3a430ec1cb4f,0,catalog_incident_year,5f5698f132245115dd9d4a5197d2748847f281e466d8b660de036aa3c4b678c7
1949-01-01T00:00:00Z,1949,agency_c6cd4cf936fd5ad884ed,1,catalog_incident_year,5f5698f132245115dd9d4a5197d2748847f281e466d8b660de036aa3c4b678c7
1949-01-01T00:00:00Z,1949,agency_cf08cb54ab0b6e4ff3a0,0,catalog_incident_year,5f5698f132245115dd9d4a5197d2748847f281e466d8b660de036aa3c4b678c7
1950-01-01T00:00:00Z,1950,agency_06552eff6885a0591452,0,catalog_incident_year,5f5698f132245115dd9d4a5197d2748847f281e466d8b660de036aa3c4b678c7
1950-01-01T00:00:00Z,1950,agency_066b1b9fe8463307ff8b,0,catalog_incident_year,5f5698f132245115dd9d4a5197d2748847f281e466d8b660de036aa3c4b678c7
1950-01-01T00:00:00Z,1950,agency_0e616debe8fcadbb45f7,1,catalog_incident_year,5f5698f132245115dd9d4a5197d2748847f281e466d8b660de036aa3c4b678c7
1950-01-01T00:00:00Z,1950,agency_366aea874bee4b7957c9,0,catalog_incident_year,5f5698f132245115dd9d4a5197d2748847f281e466d8b660de036aa3c4b678c7
1950-01-01T00:00:00Z,1950,agency_4d042d764d542694c43b,0,catalog_incident_year,5f5698f132245115dd9d4a5197d2748847f281e466d8b660de036aa3c4b678c7
1950-01-01T00:00:00Z,1950,agency_9509941b7ce5f6527cf7,1,catalog_incident_year,5f5698f132245115dd9d4a5197d2748847f281e466d8b660de036aa3c4b678c7
1950-01-01T00:00:00Z,1950,agency_9c38e26a15a91461278a,0,catalog_incident_year,5f5698f132245115dd9d4a5197d2748847f281e466d8b660de036aa3c4b678c7
1950-01-01T00:00:00Z,1950,agency_bdf5d70c3a430ec1cb4f,0,catalog_incident_year,5f5698f132245115dd9d4a5197d2748847f281e466d8b660de036aa3c4b678c7
1950-01-01T00:00:00Z,1950,agency_c6cd4cf936fd5ad884ed,0,catalog_incident_year,5f5698f132245115dd9d4a5197d2748847f281e466d8b660de036aa3c4b678c7
1950-01-01T00:00:00Z,1950,agency_cf08cb54ab0b6e4ff3a0,0,catalog_incident_year,5f5698f132245115dd9d4a5197d2748847f281e466d8b660de036aa3c4b678c7
1951-01-01T00:00:00Z,1951,agency_06552eff6885a0591452,0,catalog_incident_year,5f5698f132245115dd9d4a5197d2748847f281e466d8b660de036aa3c4b678c7
1951-01-01T00:00:00Z,1951,agency_066b1b9fe8463307ff8b,0,catalog_incident_year,5f5698f132245115dd9d4a5197d2748847f281e466d8b660de036aa3c4b678c7
1951-01-01T00:00:00Z,1951,agency_0e616debe8fcadbb45f7,0,catalog_incident_year,5f5698f132245115dd9d4a5197d2748847f281e466d8b660de036aa3c4b678c7
1951-01-01T00:00:00Z,1951,agency_366aea874bee4b7957c9,0,catalog_incident_year,5f5698f132245115dd9d4a5197d2748847f281e466d8b660de036aa3c4b678c7
1951-01-01T00:00:00Z,1951,agency_4d042d764d542694c43b,0,catalog_incident_year,5f5698f132245115dd9d4a5197d2748847f281e466d8b660de036aa3c4b678c7
1951-01-01T00:00:00Z,1951,agency_9509941b7ce5f6527cf7,0,catalog_incident_year,5f5698f132245115dd9d4a5197d2748847f281e466d8b660de036aa3c4b678c7
1951-01-01T00:00:00Z,1951,agency_9c38e26a15a91461278a,0,catalog_incident_year,5f5698f132245115dd9d4a5197d2748847f281e466d8b660de036aa3c4b678c7
1951-01-01T00:00:00Z,1951,agency_bdf5d70c3a430ec1cb4f,0,catalog_incident_year,5f5698f132245115dd9d4a5197d2748847f281e466d8b660de036aa3c4b678c7
1951-01-01T00:00:00Z,1951,agency_c6cd4cf936fd5ad884ed,0,catalog_incident_year,5f5698f132245115dd9d4a5197d2748847f281e466d8b660de036aa3c4b678c7
1951-01-01T00:00:00Z,1951,agency_cf08cb54ab0b6e4ff3a0,0,catalog_incident_year,5f5698f132245115dd9d4a5197d2748847f281e466d8b660de036aa3c4b678c7
1952-01-01T00:00:00Z,1952,agency_06552eff6885a0591452,0,catalog_incident_year,5f5698f132245115dd9d4a5197d2748847f281e466d8b660de036aa3c4b678c7
1952-01-01T00:00:00Z,1952,agency_066b1b9fe8463307ff8b,1,catalog_incident_year,5f5698f132245115dd9d4a5197d2748847f281e466d8b660de036aa3c4b678c7
1952-01-01T00:00:00Z,1952,agency_0e616debe8fcadbb45f7,0,catalog_incident_year,5f5698f132245115dd9d4a5197d2748847f281e466d8b660de036aa3c4b678c7
1952-01-01T00:00:00Z,1952,agency_366aea874bee4b7957c9,0,catalog_incident_year,5f5698f132245115dd9d4a5197d2748847f281e466d8b660de036aa3c4b678c7
1952-01-01T00:00:00Z,1952,agency_4d042d764d542694c43b,0,catalog_incident_year,5f5698f132245115dd9d4a5197d2748847f281e466d8b660de036aa3c4b678c7
1952-01-01T00:00:00Z,1952,agency_9509941b7ce5f6527cf7,1,catalog_incident_year,5f5698f132245115dd9d4a5197d2748847f281e466d8b660de036aa3c4b678c7
1952-01-01T00:00:00Z,1952,agency_9c38e26a15a91461278a,0,catalog_incident_year,5f5698f132245115dd9d4a5197d2748847f281e466d8b660de036aa3c4b678c7
1952-01-01T00:00:00Z,1952,agency_bdf5d70c3a430ec1cb4f,0,catalog_incident_year,5f5698f132245115dd9d4a5197d2748847f281e466d8b660de036aa3c4b678c7
1952-01-01T00:00:00Z,1952,agency_c6cd4cf936fd5ad884ed,0,catalog_incident_year,5f5698f132245115dd9d4a5197d2748847f281e466d8b660de036aa3c4b678c7
1952-01-01T00:00:00Z,1952,agency_cf08cb54ab0b6e4ff3a0,0,catalog_incident_year,5f5698f132245115dd9d4a5197d2748847f281e466d8b660de036aa3c4b678c7
1953-01-01T00:00:00Z,1953,agency_06552eff6885a0591452,0,catalog_incident_year,5f5698f132245115dd9d4a5197d2748847f281e466d8b660de036aa3c4b678c7
1953-01-01T00:00:00Z,1953,agency_066b1b9fe8463307ff8b,0,catalog_incident_year,5f5698f132245115dd9d4a5197d2748847f281e466d8b660de036aa3c4b678c7
1953-01-01T00:00:00Z,1953,agency_0e616debe8fcadbb45f7,1,catalog_incident_year,5f5698f132245115dd9d4a5197d2748847f281e466d8b660de036aa3c4b678c7
1953-01-01T00:00:00Z,1953,agency_366aea874bee4b7957c9,0,catalog_incident_year,5f5698f132245115dd9d4a5197d2748847f281e466d8b660de036aa3c4b678c7
1953-01-01T00:00:00Z,1953,agency_4d042d764d542694c43b,0,catalog_incident_year,5f5698f132245115dd9d4a5197d2748847f281e466d8b660de036aa3c4b678c7
1953-01-01T00:00:00Z,1953,agency_9509941b7ce5f6527cf7,1,catalog_incident_year,5f5698f132245115dd9d4a5197d2748847f281e466d8b660de036aa3c4b678c7
1953-01-01T00:00:00Z,1953,agency_9c38e26a15a91461278a,0,catalog_incident_year,5f5698f132245115dd9d4a5197d2748847f281e466d8b660de036aa3c4b678c7
1953-01-01T00:00:00Z,1953,agency_bdf5d70c3a430ec1cb4f,0,catalog_incident_year,5f5698f132245115dd9d4a5197d2748847f281e466d8b660de036aa3c4b678c7
1953-01-01T00:00:00Z,1953,agency_c6cd4cf936fd5ad884ed,0,catalog_incident_year,5f5698f132245115dd9d4a5197d2748847f281e466d8b660de036aa3c4b678c7
1953-01-01T00:00:00Z,1953,agency_cf08cb54ab0b6e4ff3a0,0,catalog_incident_year,5f5698f132245115dd9d4a5197d2748847f281e466d8b660de036aa3c4b678c7
1954-01-01T00:00:00Z,1954,agency_06552eff6885a0591452,0,catalog_incident_year,5f5698f132245115dd9d4a5197d2748847f281e466d8b660de036aa3c4b678c7
1954-01-01T00:00:00Z,1954,agency_066b1b9fe8463307ff8b,0,catalog_incident_year,5f5698f132245115dd9d4a5197d2748847f281e466d8b660de036aa3c4b678c7
1954-01-01T00:00:00Z,1954,agency_0e616debe8fcadbb45f7,0,catalog_incident_year,5f5698f132245115dd9d4a5197d2748847f281e466d8b660de036aa3c4b678c7
1954-01-01T00:00:00Z,1954,agency_366aea874bee4b7957c9,0,catalog_incident_year,5f5698f132245115dd9d4a5197d2748847f281e466d8b660de036aa3c4b678c7
1954-01-01T00:00:00Z,1954,agency_4d042d764d542694c43b,0,catalog_incident_year,5f5698f132245115dd9d4a5197d2748847f281e466d8b660de036aa3c4b678c7
1954-01-01T00:00:00Z,1954,agency_9509941b7ce5f6527cf7,0,catalog_incident_year,5f5698f132245115dd9d4a5197d2748847f281e466d8b660de036aa3c4b678c7
1954-01-01T00:00:00Z,1954,agency_9c38e26a15a91461278a,0,catalog_incident_year,5f5698f132245115dd9d4a5197d2748847f281e466d8b660de036aa3c4b678c7
1954-01-01T00:00:00Z,1954,agency_bdf5d70c3a430ec1cb4f,0,catalog_incident_year,5f5698f132245115dd9d4a5197d2748847f281e466d8b660de036aa3c4b678c7
1954-01-01T00:00:00Z,1954,agency_c6cd4cf936fd5ad884ed,0,catalog_incident_year,5f5698f132245115dd9d4a5197d2748847f281e466d8b660de036aa3c4b678c7
1954-01-01T00:00:00Z,1954,agency_cf08cb54ab0b6e4ff3a0,0,catalog_incident_year,5f5698f132245115dd9d4a5197d2748847f281e466d8b660de036aa3c4b678c7
1955-01-01T00:00:00Z,1955,agency_06552eff6885a0591452,0,catalog_incident_year,5f5698f132245115dd9d4a5197d2748847f281e466d8b660de036aa3c4b678c7
1955-01-01T00:00:00Z,1955,agency_066b1b9fe8463307ff8b,0,catalog_incident_year,5f5698f132245115dd9d4a5197d2748847f281e466d8b660de036aa3c4b678c7
1955-01-01T00:00:00Z,1955,agency_0e616debe8fcadbb45f7,3,catalog_incident_year,5f5698f132245115dd9d4a5197d2748847f281e466d8b660de036aa3c4b678c7
1955-01-01T00:00:00Z,1955,agency_366aea874bee4b7957c9,0,catalog_incident_year,5f5698f132245115dd9d4a5197d2748847f281e466d8b660de036aa3c4b678c7
1955-01-01T00:00:00Z,1955,agency_4d042d764d542694c43b,0,catalog_incident_year,5f5698f132245115dd9d4a5197d2748847f281e466d8b660de036aa3c4b678c7
1955-01-01T00:00:00Z,1955,agency_9509941b7ce5f6527cf7,4,catalog_incident_year,5f5698f132245115dd9d4a5197d2748847f281e466d8b660de036aa3c4b678c7
1955-01-01T00:00:00Z,1955,agency_9c38e26a15a91461278a,0,catalog_incident_year,5f5698f132245115dd9d4a5197d2748847f281e466d8b660de036aa3c4b678c7
1955-01-01T00:00:00Z,1955,agency_bdf5d70c3a430ec1cb4f,0,catalog_incident_year,5f5698f132245115dd9d4a5197d2748847f281e466d8b660de036aa3c4b678c7
1955-01-01T00:00:00Z,1955,agency_c6cd4cf936fd5ad884ed,0,catalog_incident_year,5f5698f132245115dd9d4a5197d2748847f281e466d8b660de036aa3c4b678c7
1955-01-01T00:00:00Z,1955,agency_cf08cb54ab0b6e4ff3a0,0,catalog_incident_year,5f5698f132245115dd9d4a5197d2748847f281e466d8b660de036aa3c4b678c7
1956-01-01T00:00:00Z,1956,agency_06552eff6885a0591452,0,catalog_incident_year,5f5698f132245115dd9d4a5197d2748847f281e466d8b660de036aa3c4b678c7
1956-01-01T00:00:00Z,1956,agency_066b1b9fe8463307ff8b,0,catalog_incident_year,5f5698f132245115dd9d4a5197d2748847f281e466d8b660de036aa3c4b678c7
1956-01-01T00:00:00Z,1956,agency_0e616debe8fcadbb45f7,0,catalog_incident_year,5f5698f132245115dd9d4a5197d2748847f281e466d8b660de036aa3c4b678c7
1956-01-01T00:00:00Z,1956,agency_366aea874bee4b7957c9,0,catalog_incident_year,5f5698f132245115dd9d4a5197d2748847f281e466d8b660de036aa3c4b678c7
1956-01-01T00:00:00Z,1956,agency_4d042d764d542694c43b,0,catalog_incident_year,5f5698f132245115dd9d4a5197d2748847f281e466d8b660de036aa3c4b678c7
1956-01-01T00:00:00Z,1956,agency_9509941b7ce5f6527cf7,1,catalog_incident_year,5f5698f132245115dd9d4a5197d2748847f281e466d8b660de036aa3c4b678c7
1956-01-01T00:00:00Z,1956,agency_9c38e26a15a91461278a,0,catalog_incident_year,5f5698f132245115dd9d4a5197d2748847f281e466d8b660de036aa3c4b678c7
1956-01-01T00:00:00Z,1956,agency_bdf5d70c3a430ec1cb4f,0,catalog_incident_year,5f5698f132245115dd9d4a5197d2748847f281e466d8b660de036aa3c4b678c7
1956-01-01T00:00:00Z,1956,agency_c6cd4cf936fd5ad884ed,0,catalog_incident_year,5f5698f132245115dd9d4a5197d2748847f281e466d8b660de036aa3c4b678c7
1956-01-01T00:00:00Z,1956,agency_cf08cb54ab0b6e4ff3a0,0,catalog_incident_year,5f5698f132245115dd9d4a5197d2748847f281e466d8b660de036aa3c4b678c7
1957-01-01T00:00:00Z,1957,agency_06552eff6885a0591452,0,catalog_incident_year,5f5698f132245115dd9d4a5197d2748847f281e466d8b660de036aa3c4b678c7
1957-01-01T00:00:00Z,1957,agency_066b1b9fe8463307ff8b,0,catalog_incident_year,5f5698f132245115dd9d4a5197d2748847f281e466d8b660de036aa3c4b678c7
1957-01-01T00:00:00Z,1957,agency_0e616debe8fcadbb45f7,0,catalog_incident_year,5f5698f132245115dd9d4a5197d2748847f281e466d8b660de036aa3c4b678c7
1957-01-01T00:00:00Z,1957,agency_366aea874bee4b7957c9,0,catalog_incident_year,5f5698f132245115dd9d4a5197d2748847f281e466d8b660de036aa3c4b678c7
1957-01-01T00:00:00Z,1957,agency_4d042d764d542694c43b,0,catalog_incident_year,5f5698f132245115dd9d4a5197d2748847f281e466d8b660de036aa3c4b678c7
1957-01-01T00:00:00Z,1957,agency_9509941b7ce5f6527cf7,1,catalog_incident_year,5f5698f132245115dd9d4a5197d2748847f281e466d8b660de036aa3c4b678c7
1957-01-01T00:00:00Z,1957,agency_9c38e26a15a91461278a,0,catalog_incident_year,5f5698f132245115dd9d4a5197d2748847f281e466d8b660de036aa3c4b678c7
1957-01-01T00:00:00Z,1957,agency_bdf5d70c3a430ec1cb4f,0,catalog_incident_year,5f5698f132245115dd9d4a5197d2748847f281e466d8b660de036aa3c4b678c7
1957-01-01T00:00:00Z,1957,agency_c6cd4cf936fd5ad884ed,1,catalog_incident_year,5f5698f132245115dd9d4a5197d2748847f281e466d8b660de036aa3c4b678c7
1957-01-01T00:00:00Z,1957,agency_cf08cb54ab0b6e4ff3a0,0,catalog_incident_year,5f5698f132245115dd9d4a5197d2748847f281e466d8b660de036aa3c4b678c7
1958-01-01T00:00:00Z,1958,agency_06552eff6885a0591452,0,catalog_incident_year,5f5698f132245115dd9d4a5197d2748847f281e466d8b660de036aa3c4b678c7
1958-01-01T00:00:00Z,1958,agency_066b1b9fe8463307ff8b,0,catalog_incident_year,5f5698f132245115dd9d4a5197d2748847f281e466d8b660de036aa3c4b678c7
1958-01-01T00:00:00Z,1958,agency_0e616debe8fcadbb45f7,0,catalog_incident_year,5f5698f132245115dd9d4a5197d2748847f281e466d8b660de036aa3c4b678c7
1958-01-01T00:00:00Z,1958,agency_366aea874bee4b7957c9,0,catalog_incident_year,5f5698f132245115dd9d4a5197d2748847f281e466d8b660de036aa3c4b678c7
1958-01-01T00:00:00Z,1958,agency_4d042d764d542694c43b,0,catalog_incident_year,5f5698f132245115dd9d4a5197d2748847f281e466d8b660de036aa3c4b678c7
1958-01-01T00:00:00Z,1958,agency_9509941b7ce5f6527cf7,1,catalog_incident_year,5f5698f132245115dd9d4a5197d2748847f281e466d8b660de036aa3c4b678c7
1958-01-01T00:00:00Z,1958,agency_9c38e26a15a91461278a,0,catalog_incident_year,5f5698f132245115dd9d4a5197d2748847f281e466d8b660de036aa3c4b678c7
1958-01-01T00:00:00Z,1958,agency_bdf5d70c3a430ec1cb4f,0,catalog_incident_year,5f5698f132245115dd9d4a5197d2748847f281e466d8b660de036aa3c4b678c7
1958-01-01T00:00:00Z,1958,agency_c6cd4cf936fd5ad884ed,1,catalog_incident_year,5f5698f132245115dd9d4a5197d2748847f281e466d8b660de036aa3c4b678c7
1958-01-01T00:00:00Z,1958,agency_cf08cb54ab0b6e4ff3a0,0,catalog_incident_year,5f5698f132245115dd9d4a5197d2748847f281e466d8b660de036aa3c4b678c7
1959-01-01T00:00:00Z,1959,agency_06552eff6885a0591452,0,catalog_incident_year,5f5698f132245115dd9d4a5197d2748847f281e466d8b660de036aa3c4b678c7
1959-01-01T00:00:00Z,1959,agency_066b1b9fe8463307ff8b,0,catalog_incident_year,5f5698f132245115dd9d4a5197d2748847f281e466d8b660de036aa3c4b678c7
1959-01-01T00:00:00Z,1959,agency_0e616debe8fcadbb45f7,0,catalog_incident_year,5f5698f132245115dd9d4a5197d2748847f281e466d8b660de036aa3c4b678c7
1959-01-01T00:00:00Z,1959,agency_366aea874bee4b7957c9,0,catalog_incident_year,5f5698f132245115dd9d4a5197d2748847f281e466d8b660de036aa3c4b678c7
1959-01-01T00:00:00Z,1959,agency_4d042d764d542694c43b,0,catalog_incident_year,5f5698f132245115dd9d4a5197d2748847f281e466d8b660de036aa3c4b678c7
1959-01-01T00:00:00Z,1959,agency_9509941b7ce5f6527cf7,0,catalog_incident_year,5f5698f132245115dd9d4a5197d2748847f281e466d8b660de036aa3c4b678c7
1959-01-01T00:00:00Z,1959,agency_9c38e26a15a91461278a,0,catalog_incident_year,5f5698f132245115dd9d4a5197d2748847f281e466d8b660de036aa3c4b678c7
1959-01-01T00:00:00Z,1959,agency_bdf5d70c3a430ec1cb4f,0,catalog_incident_year,5f5698f132245115dd9d4a5197d2748847f281e466d8b660de036aa3c4b678c7
1959-01-01T00:00:00Z,1959,agency_c6cd4cf936fd5ad884ed,0,catalog_incident_year,5f5698f132245115dd9d4a5197d2748847f281e466d8b660de036aa3c4b678c7
1959-01-01T00:00:00Z,1959,agency_cf08cb54ab0b6e4ff3a0,0,catalog_incident_year,5f5698f132245115dd9d4a5197d2748847f281e466d8b660de036aa3c4b678c7
1960-01-01T00:00:00Z,1960,agency_06552eff6885a0591452,0,catalog_incident_year,5f5698f132245115dd9d4a5197d2748847f281e466d8b660de036aa3c4b678c7
1960-01-01T00:00:00Z,1960,agency_066b1b9fe8463307ff8b,0,catalog_incident_year,5f5698f132245115dd9d4a5197d2748847f281e466d8b660de036aa3c4b678c7
1960-01-01T00:00:00Z,1960,agency_0e616debe8fcadbb45f7,0,catalog_incident_year,5f5698f132245115dd9d4a5197d2748847f281e466d8b660de036aa3c4b678c7
1960-01-01T00:00:00Z,1960,agency_366aea874bee4b7957c9,0,catalog_incident_year,5f5698f132245115dd9d4a5197d2748847f281e466d8b660de036aa3c4b678c7
1960-01-01T00:00:00Z,1960,agency_4d042d764d542694c43b,0,catalog_incident_year,5f5698f132245115dd9d4a5197d2748847f281e466d8b660de036aa3c4b678c7
1960-01-01T00:00:00Z,1960,agency_9509941b7ce5f6527cf7,0,catalog_incident_year,5f5698f132245115dd9d4a5197d2748847f281e466d8b660de036aa3c4b678c7
1960-01-01T00:00:00Z,1960,agency_9c38e26a15a91461278a,0,catalog_incident_year,5f5698f132245115dd9d4a5197d2748847f281e466d8b660de036aa3c4b678c7
1960-01-01T00:00:00Z,1960,agency_bdf5d70c3a430ec1cb4f,0,catalog_incident_year,5f5698f132245115dd9d4a5197d2748847f281e466d8b660de036aa3c4b678c7
1960-01-01T00:00:00Z,1960,agency_c6cd4cf936fd5ad884ed,0,catalog_incident_year,5f5698f132245115dd9d4a5197d2748847f281e466d8b660de036aa3c4b678c7
1960-01-01T00:00:00Z,1960,agency_cf08cb54ab0b6e4ff3a0,0,catalog_incident_year,5f5698f132245115dd9d4a5197d2748847f281e466d8b660de036aa3c4b678c7
