pairing_id,source_entry_id,target_entry_id,source_field,raw_reference,resolution_rule
pair_87fe7ac4f0eaf4437b6b,entry_dfc2cf450b77b52a9573,entry_0c2f003ad8b1da78404c,PDF Pairing,USPER Statement about UAP Sighting,exact_normalized_label
pair_882367b2017f11685bca,entry_d949d1cec8d432e380e5,entry_f2a248d43130809d89e8,Video Pairing,DOW-UAP-PR120,exact_normalized_label
pair_8885c0854c16dd511f1a,entry_0730c6c7dd137f452133,entry_6335bcee3b617441a8ea,PDF Pairing,CIA-UAP-D020,exact_normalized_label
pair_89eb1656829874c12d03,entry_0d8fcb89c8fb00abccfa,entry_45480f17f8b90336f8f3,PDF Pairing,FBI Photo B020,exact_normalized_label
pair_8a2e35d78cdec0bb421e,entry_0d8fcb89c8fb00abccfa,entry_3beffbe3fdceae6cb046,PDF Pairing,FBI Photo B007,exact_normalized_label
pair_8b5f8af5cf5f3c51c27b,entry_d07a43bfe7b1b557f22d,entry_29f20182fde37f674392,PDF Pairing,DoW-UAP-D023,exact_normalized_label
pair_8b92b50ebc7d52077116,entry_fc345ab75eb77a55e896,entry_f6058963dd5730e81f85,Video Pairing,PR-031,unique_portal_pr_shorthand
pair_8c98cbe22042e1752106,entry_3919f2504491b09c0a70,entry_d949d1cec8d432e380e5,Video Pairing,DOW-UAP-PR119,exact_normalized_label
pair_8d4b1cca034e8e643fb0,entry_3919f2504491b09c0a70,entry_d67799861ef3e5a9d2d5,Video Pairing,DOW-UAP-PR118,exact_normalized_label
pair_8e05a4e99dcfbe5cd5b4,entry_350c329b0aeb535daccd,entry_0c2f003ad8b1da78404c,PDF Pairing,USPER Statement about UAP Sighting,exact_normalized_label
pair_8e19f357cd63c19d990b,entry_0b40f110c793d283da09,entry_f6058963dd5730e81f85,Video Pairing,PR-031,unique_portal_pr_shorthand
pair_8e1dd5b85d81e9bc5475,entry_0c2f003ad8b1da78404c,entry_5d142ec912684ada6208,PDF Pairing,FBI Photo B002,exact_normalized_label
pair_8ea9d0ae137fc0f16076,entry_17c16402f5c3ee0a6270,entry_0c2f003ad8b1da78404c,PDF Pairing,USPER Statement about UAP Sighting,exact_normalized_label
pair_8ff333c1e64ac37be650,entry_11ad73ffdaededdc71b0,entry_51b73d5a0a5cb1984542,PDF Pairing,NASA-UAP-D031,exact_normalized_label
pair_91670465daa6c8247e59,entry_0d8fcb89c8fb00abccfa,entry_3392aca15255c9d5bd5d,PDF Pairing,FBI Photo B001,exact_normalized_label
pair_949b5d8b07507cc905ea,entry_7cf65ec6a374a35076b0,entry_f1b1e13bad66e55117c2,PDF Pairing,FBI-UAP-D039,exact_normalized_label
pair_94c20148a22445bcc036,entry_d4347cdd72eee00ae9c2,entry_0c2f003ad8b1da78404c,PDF Pairing,USPER Statement about UAP Sighting,exact_normalized_label
pair_950f100488561801cb1a,entry_0c2f003ad8b1da78404c,entry_3beffbe3fdceae6cb046,PDF Pairing,FBI Photo B007,exact_normalized_label
pair_95ce15015e68b9018760,entry_8cbd9ba356f930b8fa15,entry_0d8fcb89c8fb00abccfa,PDF Pairing,"ODNI-UAP-D001, USPER Narrative, Senior USIC Official",exact_normalized_label
pair_96977bb5b629a1e1e633,entry_9d8501424d687341a5b1,entry_0c2f003ad8b1da78404c,PDF Pairing,USPER Statement about UAP Sighting,exact_normalized_label
pair_96a64e4a476ee8589141,entry_3beffbe3fdceae6cb046,entry_0d8fcb89c8fb00abccfa,PDF Pairing,"ODNI-UAP-D001, USPER Narrative, Senior USIC Official",exact_normalized_label
pair_972ebaaa2e0880d063db,entry_09ff9a4916893c28f38d,entry_d6726c2a9f171471360b,Video Pairing,DOW-UAP-D078,exact_normalized_label
pair_97522195dca65669f568,entry_09ff9a4916893c28f38d,entry_cf917ee3d628d7d02903,Video Pairing,FBI-UAP-D020,exact_normalized_label
pair_97780015eda1876e20c4,entry_cde9a077250c1a081632,entry_3919f2504491b09c0a70,Video Pairing,DOW-UAP-PR121,exact_normalized_label
pair_98816e0784fb584193f9,entry_f5508edbbdcb16873d38,entry_e0b40a8c17dfe7e74cda,PDF Pairing,DOS-UAP-D002,exact_normalized_label
pair_9a3add56098f2dd41613,entry_60429881f03d7514c522,entry_0cec1907397460d7a188,PDF Pairing,CIA-UAP-D022,exact_normalized_label
pair_9a5d014811b5877a8e79,entry_e0b40a8c17dfe7e74cda,entry_348a45b88d6be099e6da,PDF Pairing,EOP-UAP-D001,exact_normalized_label
pair_9b45d1c24dd60a7b6ce4,entry_c68a27411ae487e7d805,entry_0d8fcb89c8fb00abccfa,PDF Pairing,"ODNI-UAP-D001, USPER Narrative, Senior USIC Official",exact_normalized_label
pair_9b4bf0ef8c633e6672a0,entry_463e0e008b30f0a16251,entry_efcf8563cd11394c63b7,PDF Pairing,DOW-UAP-D079,exact_normalized_label
pair_9bcb1170b3af3b4c8f75,entry_0c2f003ad8b1da78404c,entry_731c16f60d5be7cc25e7,PDF Pairing,FBI Photo B010,exact_normalized_label
pair_9c0d133807b599e1a710,entry_a776ccce4a77820bf77a,entry_0d8fcb89c8fb00abccfa,PDF Pairing,"ODNI-UAP-D001, USPER Narrative, Senior USIC Official",exact_normalized_label
pair_9ca716521a9321a650d4,entry_dcdfea26372c113b7109,entry_50b8fd4d590caf963ac2,PDF Pairing,DoW-UAP-D010,exact_normalized_label
pair_9f9020fad49616f8759b,entry_f2a248d43130809d89e8,entry_d67799861ef3e5a9d2d5,Video Pairing,DOW-UAP-PR118,exact_normalized_label
pair_a0c030b600a2a07f8a6c,entry_09ff9a4916893c28f38d,entry_276d6b5ee0373cb99514,Video Pairing,DOW-UAP-D081,exact_normalized_label
pair_a14322d91978735bd9b5,entry_3aeaa5ffd176e2cbf0f1,entry_1dcd06f090c48b04303c,PDF Pairing,DOW-UAP-D089,exact_normalized_label
pair_a14d96bf96ca07cbdf61,entry_25f0a77c853be9248d79,entry_d07a43bfe7b1b557f22d,Video Pairing,PR-027,unique_portal_pr_shorthand
pair_a1d64f7eaf38bd9707a2,entry_ce1b30c98a44487ca26a,entry_df56717e2870b9aceb56,PDF Pairing,FBI-UAP-D025,exact_normalized_label
pair_a247811c8fe793245bb2,entry_09ff9a4916893c28f38d,entry_25b25df82312e3c7b012,Video Pairing,FBI-UAP-D016,exact_normalized_label
pair_a295b412835706a8cd7f,entry_3392aca15255c9d5bd5d,entry_0d8fcb89c8fb00abccfa,PDF Pairing,"ODNI-UAP-D001, USPER Narrative, Senior USIC Official",exact_normalized_label
pair_a399c0e50902d71e3937,entry_0d8fcb89c8fb00abccfa,entry_bde92365628e37026666,PDF Pairing,FBI Photo B005,exact_normalized_label
pair_a42b6f69dff2992e0ff6,entry_0d8fcb89c8fb00abccfa,entry_9fbc1e51d5b5423e2a92,PDF Pairing,FBI Photo B024,exact_normalized_label
pair_a4508d647b1afcccc2dc,entry_0c2f003ad8b1da78404c,entry_7d8033080a7c69283cd8,PDF Pairing,FBI Photo B012,exact_normalized_label
pair_a4d7b9038c2da44120eb,entry_5c366c9f409feb825372,entry_fc345ab75eb77a55e896,Video Pairing,PR-033,unique_portal_pr_shorthand
pair_a56135ba9e76e7660b3c,entry_348a45b88d6be099e6da,entry_e0b40a8c17dfe7e74cda,PDF Pairing,DOS-UAP-D002,exact_normalized_label
pair_a58d89837d5d3e12461f,entry_efcf8563cd11394c63b7,entry_335997e4de6cc3e8559f,PDF Pairing,FBI-UAP-D021,exact_normalized_label
pair_a77080e7580b898d46b2,entry_35ab41c4b938ab305040,entry_0d8fcb89c8fb00abccfa,PDF Pairing,"ODNI-UAP-D001, USPER Narrative, Senior USIC Official",exact_normalized_label
pair_a7c1d3389ed2d7142131,entry_98e071cb0533580e182a,entry_0d8fcb89c8fb00abccfa,PDF Pairing,"ODNI-UAP-D001, USPER Narrative, Senior USIC Official",exact_normalized_label
pair_a8cbe4dc086d4d6fbb02,entry_efcf8563cd11394c63b7,entry_09ff9a4916893c28f38d,PDF Pairing,Western US Event,exact_normalized_label
pair_a9f093ee121bd4efc470,entry_fd392406db7d74dc5d17,entry_01acd3ac70fdb551c972,PDF Pairing,DoW-UAP-D016,exact_normalized_label
pair_aa391f735f6e2f384ec2,entry_ad59af9d44615688a44e,entry_0d8fcb89c8fb00abccfa,PDF Pairing,"ODNI-UAP-D001, USPER Narrative, Senior USIC Official",exact_normalized_label
pair_ab25eb738246c0dedf5d,entry_0d8fcb89c8fb00abccfa,entry_9d8501424d687341a5b1,PDF Pairing,FBI Photo B023,exact_normalized_label
pair_ac5eb6a2313523923516,entry_09ff9a4916893c28f38d,entry_335997e4de6cc3e8559f,Video Pairing,FBI-UAP-D021,exact_normalized_label
pair_ae72084b674403fd2efc,entry_88569398dbea5f1e98ed,entry_f7a1c2e2a804ec5e3f26,Video Pairing,DOW-UAP-PR116,exact_normalized_label
pair_b0c36af25eb80fe69781,entry_133b2315e0d7cf6b1131,entry_14d0cfcf8c9f0605cd17,PDF Pairing,NASA-UAP-D029,exact_normalized_label
pair_b1406130882de15482bb,entry_b9e6e8e4626675dd3874,entry_a27c40e4c79ca9a1f333,Video Pairing,DOW-UAP-PR125,exact_normalized_label
pair_b2d474414b4e15dd182f,entry_276d6b5ee0373cb99514,entry_9b56deb144a6f73e9cd6,Video Pairing,FBI-UAP-PR005,exact_normalized_label
pair_b318a0ff4afd18fe4d9f,entry_5d142ec912684ada6208,entry_0c2f003ad8b1da78404c,PDF Pairing,USPER Statement about UAP Sighting,exact_normalized_label
pair_b3704d4e5b990e33e35d,entry_0c2f003ad8b1da78404c,entry_0d8fcb89c8fb00abccfa,PDF Pairing,"ODNI-UAP-D001, USPER Narrative, Senior USIC Official",exact_normalized_label
pair_b4612078c5ef9d99c69a,entry_f2a248d43130809d89e8,entry_cde9a077250c1a081632,Video Pairing,DOW-UAP-PR117,exact_normalized_label
pair_b5621c7bcf91ace5452d,entry_17c16402f5c3ee0a6270,entry_0d8fcb89c8fb00abccfa,PDF Pairing,"ODNI-UAP-D001, USPER Narrative, Senior USIC Official",exact_normalized_label
pair_b56d1273eed84169ccec,entry_d07a43bfe7b1b557f22d,entry_25f0a77c853be9248d79,Video Pairing,PR-026,unique_portal_pr_shorthand
pair_b60c71639d74f56195d1,entry_0d8fcb89c8fb00abccfa,entry_479e3b24e7790c394913,PDF Pairing,FBI Photo B017,exact_normalized_label
pair_b67a8764d6a2a795af6f,entry_d949d1cec8d432e380e5,entry_0177dbb4d82c0471a1d9,Video Pairing,DOW-UAP-PR122,exact_normalized_label
pair_b71fefb5236e9cdf7ea6,entry_0d8fcb89c8fb00abccfa,entry_047251b1c03ba39746e3,PDF Pairing,FBI Photo B004,exact_normalized_label
pair_b771712e034f34fae989,entry_895a0a20795a2baef864,entry_87ce4cd66bf4d90fb602,PDF Pairing,DoW-UAP-D018,exact_normalized_label
pair_b8043720f1ac9514d92b,entry_c477c6dd70c5f5b95c48,entry_0d8fcb89c8fb00abccfa,PDF Pairing,"ODNI-UAP-D001, USPER Narrative, Senior USIC Official",exact_normalized_label
pair_b90993ebde92b3f703be,entry_94f6e2769dc5e3929a9f,entry_738bb787bdf0381c5ae9,PDF Pairing,DoW-UAP-D035,exact_normalized_label
pair_ba4ab14a803eb053074f,entry_aad00059a992a38a211a,entry_7cf65ec6a374a35076b0,PDF Pairing,FBI-UAP-D037,exact_normalized_label
pair_bbdb1bfca801518abd7d,entry_e4b81855e1e6e65ad046,entry_09ff9a4916893c28f38d,PDF Pairing,Western US Event,exact_normalized_label
pair_bc9839b017035834ff6d,entry_c477c6dd70c5f5b95c48,entry_0c2f003ad8b1da78404c,PDF Pairing,USPER Statement about UAP Sighting,exact_normalized_label
pair_be40b9c9137c93c49d76,entry_0c2f003ad8b1da78404c,entry_9fbc1e51d5b5423e2a92,PDF Pairing,FBI Photo B024,exact_normalized_label
pair_beb6937a797c1cbd9cb6,entry_485c46fbfcb12bff2e14,entry_446aefea54cc74e94ebf,PDF Pairing,FBI-UAP-D010,exact_normalized_label
pair_bf489c659bf70349eced,entry_fb1c683a5adb0cb2109e,entry_09ff9a4916893c28f38d,PDF Pairing,Western US Event,exact_normalized_label
pair_c03a41edb2a9321e8134,entry_d6726c2a9f171471360b,entry_09ff9a4916893c28f38d,PDF Pairing,Western US Event,exact_normalized_label
pair_c082e4b5454343d8298d,entry_4dd49b67a6d0d18cc584,entry_fb1c683a5adb0cb2109e,PDF Pairing,DOW-UAP-D080,exact_normalized_label
pair_c08315bc5fa532e4a53b,entry_0c2f003ad8b1da78404c,entry_49d05ba238488efc60e4,PDF Pairing,FBI Photo B021,exact_normalized_label
pair_c0e2ccbf28ca97b86bb3,entry_4aad3a7cdd11b32f817f,entry_908beeb6625f5a361c34,PDF Pairing,FBI-UAP-D031,exact_normalized_label
pair_c204158059ab848b686d,entry_0b40f110c793d283da09,entry_5c366c9f409feb825372,PDF Pairing,DoW-UAP-D032,exact_normalized_label
pair_c2688c8fbc357e23ef06,entry_0d8fcb89c8fb00abccfa,entry_5d142ec912684ada6208,PDF Pairing,FBI Photo B002,exact_normalized_label
pair_c37832635af53b1bdea6,entry_0d8fcb89c8fb00abccfa,entry_98e071cb0533580e182a,PDF Pairing,FBI Photo A002,exact_normalized_label
pair_c39a550e4bed61095d89,entry_446aefea54cc74e94ebf,entry_66aad266cfd6ac0de1a8,PDF Pairing,FBI-UAP-D009,exact_normalized_label
pair_c435ca9697a81dcd2bcb,entry_7d8033080a7c69283cd8,entry_0d8fcb89c8fb00abccfa,PDF Pairing,"ODNI-UAP-D001, USPER Narrative, Senior USIC Official",exact_normalized_label
pair_c4d2471634d0e0590927,entry_bc7ad60769463515f841,entry_0d8fcb89c8fb00abccfa,PDF Pairing,"ODNI-UAP-D001, USPER Narrative, Senior USIC Official",exact_normalized_label
pair_c52e65d528ca1ec9d866,entry_6d0105d0e5e08b046043,entry_3f3439a6ea8d61e81c1e,Video Pairing,DOW-UAP-PR127,exact_normalized_label
pair_c642c0c086e4cd5beeb7,entry_0d8fcb89c8fb00abccfa,entry_c477c6dd70c5f5b95c48,PDF Pairing,FBI Photo B008,exact_normalized_label
pair_c6c79b87ef085c8d6831,entry_0a2c7135abc19a35bf22,entry_09ff9a4916893c28f38d,PDF Pairing,Western US Event,exact_normalized_label
pair_c773ce5fbf975ec62baf,entry_6335bcee3b617441a8ea,entry_0730c6c7dd137f452133,PDF Pairing,CIA-UAP-D021,exact_normalized_label
pair_c89b0a313940ba405f74,entry_c2ab144b840838365260,entry_293e2fc71396e060908a,PDF Pairing,DoW-UAP-D033,exact_normalized_label
pair_c8edc7aac7ee7851956a,entry_908beeb6625f5a361c34,entry_4aad3a7cdd11b32f817f,PDF Pairing,FBI-UAP-D030,exact_normalized_label
pair_c91fe7ad5e9815e422a4,entry_f14d03b8c9269830be55,entry_0177dbb4d82c0471a1d9,Video Pairing,DOW-UAP-PR122,exact_normalized_label
pair_c9210a3b4cd3ffcbbf19,entry_45480f17f8b90336f8f3,entry_0c2f003ad8b1da78404c,PDF Pairing,USPER Statement about UAP Sighting,exact_normalized_label
pair_c9228299f0f38dc1ef1b,entry_09ff9a4916893c28f38d,entry_0a2c7135abc19a35bf22,Video Pairing,DOW-UAP-D082,exact_normalized_label
pair_c955e911a5169dc00460,entry_0d8fcb89c8fb00abccfa,entry_bc7ad60769463515f841,PDF Pairing,FBI Photo A004,exact_normalized_label
pair_c9f9e5c8e5b958555f41,entry_0c2f003ad8b1da78404c,entry_98e071cb0533580e182a,PDF Pairing,FBI Photo A002,exact_normalized_label
pair_ca6f33a286b8b33bf4b3,entry_51b73d5a0a5cb1984542,entry_133b2315e0d7cf6b1131,PDF Pairing,NASA-UAP-D032,exact_normalized_label
pair_cc5916db2c55dd931abf,entry_45480f17f8b90336f8f3,entry_0d8fcb89c8fb00abccfa,PDF Pairing,"ODNI-UAP-D001, USPER Narrative, Senior USIC Official",exact_normalized_label
pair_ccdcd367fd81f3a17936,entry_f14d03b8c9269830be55,entry_3919f2504491b09c0a70,Video Pairing,DOW-UAP-PR121,exact_normalized_label
pair_ce41b7c52baac0472b80,entry_29f20182fde37f674392,entry_d07a43bfe7b1b557f22d,Video Pairing,PR-027,unique_portal_pr_shorthand
pair_ce82fc6e2abaa9baf8de,entry_335997e4de6cc3e8559f,entry_efcf8563cd11394c63b7,PDF Pairing,DOW-UAP-D079,exact_normalized_label
pair_d33f563512f051136fa7,entry_4dd49b67a6d0d18cc584,entry_09ff9a4916893c28f38d,PDF Pairing,Western US Event,exact_normalized_label
pair_d3432917ebb02e786361,entry_003dca02286e780af10f,entry_3f3439a6ea8d61e81c1e,Video Pairing,DOW-UAP-PR127,exact_normalized_label
pair_d624e6ac6a7d5c0d9d7f,entry_f2a248d43130809d89e8,entry_0177dbb4d82c0471a1d9,Video Pairing,DOW-UAP-PR122,exact_normalized_label
pair_d6c85f89e42e664eb91f,entry_d67799861ef3e5a9d2d5,entry_d949d1cec8d432e380e5,Video Pairing,DOW-UAP-PR119,exact_normalized_label
pair_d7056400f27b584e7195,entry_3916963e4be0d4cdff24,entry_0d8fcb89c8fb00abccfa,PDF Pairing,"ODNI-UAP-D001, USPER Narrative, Senior USIC Official",exact_normalized_label
pair_d74b1a3c4c145b405e29,entry_238747a8e9ea8244ed7d,entry_e6c87ccd52edc1829e29,Video Pairing,PR-021,unique_portal_pr_shorthand
pair_d962da3963f6e00f6508,entry_df56717e2870b9aceb56,entry_ce1b30c98a44487ca26a,PDF Pairing,FBI-UAP-024,documented_alias
pair_d9900ed24e1e181dae0e,entry_a27c40e4c79ca9a1f333,entry_3f3439a6ea8d61e81c1e,Video Pairing,DOW-UAP-PR127,exact_normalized_label
pair_d9ca0b10c0d70b45210a,entry_cde9a077250c1a081632,entry_d949d1cec8d432e380e5,Video Pairing,DOW-UAP-PR119,exact_normalized_label
pair_d9f5544d19f8ca327b36,entry_fc345ab75eb77a55e896,entry_5c366c9f409feb825372,PDF Pairing,DoW-UAP-D032,exact_normalized_label
pair_dbe6dc899c0d23112898,entry_66aad266cfd6ac0de1a8,entry_485c46fbfcb12bff2e14,Video Pairing,FBI-UAP-PR004,exact_normalized_label
pair_df3e7172416da9052fb0,entry_6d0105d0e5e08b046043,entry_a27c40e4c79ca9a1f333,Video Pairing,DOW-UAP-PR125,exact_normalized_label
pair_df5c30006e0da0c683c9,entry_f1b1e13bad66e55117c2,entry_aad00059a992a38a211a,PDF Pairing,FBI-UAP-D038,exact_normalized_label
pair_dfc5cea90cfe41307d08,entry_0d8fcb89c8fb00abccfa,entry_1b7c81e3a451f3580f29,PDF Pairing,FBI Photo B019,exact_normalized_label
pair_dfce92092f11ff584b8c,entry_fdd30a12eb1dc38d2ad6,entry_0c2f003ad8b1da78404c,PDF Pairing,USPER Statement about UAP Sighting,exact_normalized_label
pair_dfeb174dd23687b8e3c5,entry_f14d03b8c9269830be55,entry_d67799861ef3e5a9d2d5,Video Pairing,DOW-UAP-PR118,exact_normalized_label
pair_e027cffe58baed104ceb,entry_8f47a4220f5f4e2efda3,entry_98bb9da6af40dd76cfe0,PDF Pairing,FBI-UAP-D028,exact_normalized_label
pair_e1339600da56aedbf81c,entry_f1b1e13bad66e55117c2,entry_7cf65ec6a374a35076b0,PDF Pairing,FBI-UAP-D037,exact_normalized_label
pair_e1ac66cd3308cd67a3d1,entry_16308024a23f97021c6f,entry_09ff9a4916893c28f38d,PDF Pairing,Western US Event,exact_normalized_label
pair_e1d41799070d1fc17518,entry_6ba015e7d53a2d1e241e,entry_09ff9a4916893c28f38d,PDF Pairing,Western US Event,exact_normalized_label
pair_e204717adeffba05c9fd,entry_3417720dabb446f7456b,entry_0d8fcb89c8fb00abccfa,PDF Pairing,"ODNI-UAP-D001, USPER Narrative, Senior USIC Official",exact_normalized_label
pair_e22b479f5792294b371a,entry_0c2f003ad8b1da78404c,entry_1b7c81e3a451f3580f29,PDF Pairing,FBI Photo B019,exact_normalized_label
pair_e24e5a662abc50854937,entry_fb1c683a5adb0cb2109e,entry_4dd49b67a6d0d18cc584,PDF Pairing,FBI-UAP-D022,exact_normalized_label
pair_e2c64e61e6d9067085d6,entry_66aad266cfd6ac0de1a8,entry_446aefea54cc74e94ebf,PDF Pairing,FBI-UAP-D010,exact_normalized_label
pair_e2d93567eff097f147fa,entry_f329ea84b08b78ca5863,entry_7aeb2f7fe07b10bdcecc,PDF Pairing,DoW-UAP-D038,exact_normalized_label
pair_e2e1b43bdd331fca9f43,entry_5bec9719505f4a1b3221,entry_0c2f003ad8b1da78404c,PDF Pairing,USPER Statement about UAP Sighting,exact_normalized_label
pair_e2f0bbc5eafbf3f44207,entry_5168599f58ec0ad704c0,entry_fb1c683a5adb0cb2109e,PDF Pairing,DOW-UAP-D080,exact_normalized_label
pair_e30c9a513c4d1f9ee9eb,entry_3417720dabb446f7456b,entry_0c2f003ad8b1da78404c,PDF Pairing,USPER Statement about UAP Sighting,exact_normalized_label
pair_e3124b51a49c0a10e0e8,entry_5bec9719505f4a1b3221,entry_0d8fcb89c8fb00abccfa,PDF Pairing,"ODNI-UAP-D001, USPER Narrative, Senior USIC Official",exact_normalized_label
pair_e38e76e0ae7d84f0a1ba,entry_348a45b88d6be099e6da,entry_f5508edbbdcb16873d38,PDF Pairing,DOS-UAP-D001,exact_normalized_label
pair_e3af8f580ea9952604db,entry_6b9bd37f1f553731dd1d,entry_dd10782452e234882fc7,PDF Pairing,FBI-UAP-D032,exact_normalized_label
pair_e42e76368c0e35d7477a,entry_e2370c33c01c4f4f9a71,entry_1cce74750587ab8153bf,PDF Pairing,DOE-UAP-D001,exact_normalized_label
pair_e4e6a2102d2445a53c5e,entry_821fe75f6dbdedc93deb,entry_a54b878d89a401a65a0c,Video Pairing,NASA-UAP-D027,exact_normalized_label
pair_e5e177cd1b0cc45f5edf,entry_5168599f58ec0ad704c0,entry_09ff9a4916893c28f38d,PDF Pairing,Western US Event,exact_normalized_label
pair_e638792d19748dfe5c44,entry_0177dbb4d82c0471a1d9,entry_f2a248d43130809d89e8,Video Pairing,DOW-UAP-PR120,exact_normalized_label
pair_e766f1856ffaeec2c807,entry_09ff9a4916893c28f38d,entry_9b56deb144a6f73e9cd6,Video Pairing,FBI-UAP-PR005,exact_normalized_label
pair_e788fc65eb06b8d75b31,entry_0d8fcb89c8fb00abccfa,entry_fdd30a12eb1dc38d2ad6,PDF Pairing,FBI Photo A006,exact_normalized_label
pair_e7e7f212349c1cddb8df,entry_3919f2504491b09c0a70,entry_f2a248d43130809d89e8,Video Pairing,DOW-UAP-PR120,exact_normalized_label
pair_e8a8653b3c9cb697813e,entry_a27c40e4c79ca9a1f333,entry_003dca02286e780af10f,Video Pairing,DOW-UAP-PR123,exact_normalized_label
pair_e8bf7da83f9f1fe24de8,entry_f6058963dd5730e81f85,entry_5c366c9f409feb825372,PDF Pairing,DoW-UAP-D032,exact_normalized_label
pair_e941a5f17bb26d161c09,entry_d949d1cec8d432e380e5,entry_d67799861ef3e5a9d2d5,Video Pairing,DOW-UAP-PR118,exact_normalized_label
pair_e9b91f9c011447b55314,entry_731c16f60d5be7cc25e7,entry_0d8fcb89c8fb00abccfa,PDF Pairing,"ODNI-UAP-D001, USPER Narrative, Senior USIC Official",exact_normalized_label
pair_ec721ffb69372dc549a1,entry_608354d6f1a7a88edfd6,entry_09ff9a4916893c28f38d,PDF Pairing,Western US Event,exact_normalized_label
pair_ed23ba0b00ca8a9a222e,entry_0c2f003ad8b1da78404c,entry_fdd30a12eb1dc38d2ad6,PDF Pairing,FBI Photo A006,exact_normalized_label
pair_ed8bf804067f18ee835d,entry_cde9a077250c1a081632,entry_f2a248d43130809d89e8,Video Pairing,DOW-UAP-PR120,exact_normalized_label
pair_eed0ae3d308b2f1dc8e0,entry_c167f46c1e3ad3bd4499,entry_09ff9a4916893c28f38d,PDF Pairing,Western US Event,exact_normalized_label
pair_eff229f4cdc2d3742888,entry_0c2f003ad8b1da78404c,entry_9d8501424d687341a5b1,PDF Pairing,FBI Photo B023,exact_normalized_label
pair_f0ce8d1da822b3034b84,entry_003dca02286e780af10f,entry_6d0105d0e5e08b046043,Video Pairing,DOW-UAP-PR126,exact_normalized_label
pair_f140242d5bfaf5ebd1d1,entry_0c2f003ad8b1da78404c,entry_c68a27411ae487e7d805,PDF Pairing,FBI Photo B014,exact_normalized_label
pair_f20cf3f37db0c491d174,entry_bde92365628e37026666,entry_0c2f003ad8b1da78404c,PDF Pairing,USPER Statement about UAP Sighting,exact_normalized_label
pair_f477bbb1630f0e0ad740,entry_c167f46c1e3ad3bd4499,entry_fb1c683a5adb0cb2109e,PDF Pairing,DOW-UAP-D080,exact_normalized_label
pair_f6c3a4ea174a998a206c,entry_ac7319d72c7e3490f0cb,entry_cc2311cc5826b95ad7b7,PDF Pairing,DoW-UAP-D012,exact_normalized_label
pair_f749afb36b35150c24d8,entry_3919f2504491b09c0a70,entry_cde9a077250c1a081632,Video Pairing,DOW-UAP-PR117,exact_normalized_label
pair_f89863e2a2dd16bbed00,entry_35ab41c4b938ab305040,entry_0c2f003ad8b1da78404c,PDF Pairing,USPER Statement about UAP Sighting,exact_normalized_label
pair_f9a387611fa56d1df77b,entry_b50b28200c7906bc24d8,entry_0c2f003ad8b1da78404c,PDF Pairing,USPER Statement about UAP Sighting,exact_normalized_label
pair_f9b34ef18c4b51d73b9b,entry_0c2f003ad8b1da78404c,entry_bc7ad60769463515f841,PDF Pairing,FBI Photo A004,exact_normalized_label
pair_f9d118ff56fd7998b3e7,entry_7cf65ec6a374a35076b0,entry_aad00059a992a38a211a,PDF Pairing,FBI-UAP-D038,exact_normalized_label
pair_f9e9bacdeb4dd9d9cfcc,entry_e0b40a8c17dfe7e74cda,entry_f5508edbbdcb16873d38,PDF Pairing,DOS-UAP-D001,exact_normalized_label
pair_fa590f45fd9ed7b1b168,entry_0d8fcb89c8fb00abccfa,entry_5bec9719505f4a1b3221,PDF Pairing,FBI Photo B016,exact_normalized_label
pair_fa8d976a6b8c17a4174a,entry_9b56deb144a6f73e9cd6,entry_276d6b5ee0373cb99514,PDF Pairing,DOW-UAP-D081,exact_normalized_label
pair_fd0d31c5e98075207c30,entry_133b2315e0d7cf6b1131,entry_51b73d5a0a5cb1984542,PDF Pairing,NASA-UAP-D031,exact_normalized_label
pair_fd25d679d5defd934a12,entry_09ff9a4916893c28f38d,entry_1138b8e2e13e953eab60,Video Pairing,DOW-UAP-D077,exact_normalized_label
pair_fde85145f24571d443f5,entry_003dca02286e780af10f,entry_a27c40e4c79ca9a1f333,Video Pairing,DOW-UAP-PR125,exact_normalized_label
pair_fe8dd39ef6df810e0614,entry_cde9a077250c1a081632,entry_d67799861ef3e5a9d2d5,Video Pairing,DOW-UAP-PR118,exact_normalized_label
pair_feb1cde8990a3927e950,entry_09ff9a4916893c28f38d,entry_6ba015e7d53a2d1e241e,Video Pairing,FBI-UAP-PR006,exact_normalized_label
pair_ffe22a15bb192109cf84,entry_29ec395b64313b72fbd7,entry_14d0cfcf8c9f0605cd17,Video Pairing,NASA-UAP-D029,exact_normalized_label
pair_ffedd8c89e4f77c99f37,entry_25b25df82312e3c7b012,entry_09ff9a4916893c28f38d,PDF Pairing,Western US Event,exact_normalized_label
